Month abbr-value,Month abbr-alias,Complementary Suppression Description-alias,Demographic Level-value,Demographic Level-alias,ATTR(Count Masked Sum_Count Label)-alias,ATTR(Month name)-alias,ATTR(Population_Label)-alias,ATTR(Demographic Level)-alias,ATTR(Disease Name)-alias,ATTR(Mmwr Year)-alias,ATTR(Report Period End)-alias,ATTR(Report Period Start)-alias,AGG(Plural_was vs were)-alias,AGG(Rate per 100K Label)-alias,AGG(Parameter_Count-Rate_Measure Label)-alias,AGG(Plural_case vs cases)-alias,AGG(Rate per 100K_Count Masked)-alias
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clatsop County,Clatsop County,<6,August,%many-values%,Clatsop County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clackamas County,Clackamas County,<6,August,%many-values%,Clackamas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Benton County,Benton County,<6,August,%many-values%,Benton County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Baker County,Baker County,<6,August,%many-values%,Baker County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Yamhill County,Yamhill County,<6,July,%many-values%,Yamhill County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wheeler County,Wheeler County,<6,July,%many-values%,Wheeler County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Washington County,Washington County,<6,July,%many-values%,Washington County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wasco County,Wasco County,<6,July,%many-values%,Wasco County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wallowa County,Wallowa County,<6,July,%many-values%,Wallowa County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Unknown County,Unknown County,<6,July,Unknown,Unknown County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Union County,Union County,<6,July,%many-values%,Union County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Umatilla County,Umatilla County,<6,July,%many-values%,Umatilla County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Tillamook County,Tillamook County,<6,July,%many-values%,Tillamook County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Sherman County,Sherman County,<6,July,%many-values%,Sherman County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Polk County,Polk County,<6,July,%many-values%,Polk County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Multnomah County,Multnomah County,<6,July,%many-values%,Multnomah County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Morrow County,Morrow County,<6,July,%many-values%,Morrow County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Marion County,Marion County,<6,July,%many-values%,Marion County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Malheur County,Malheur County,<6,July,%many-values%,Malheur County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Linn County,Linn County,<6,July,%many-values%,Linn County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lincoln County,Lincoln County,<6,July,%many-values%,Lincoln County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lane County,Lane County,<6,July,%many-values%,Lane County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lake County,Lake County,<6,July,%many-values%,Lake County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Klamath County,Klamath County,<6,July,%many-values%,Klamath County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Josephine County,Josephine County,<6,July,%many-values%,Josephine County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jefferson County,Jefferson County,<6,July,%many-values%,Jefferson County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jackson County,Jackson County,<6,July,%many-values%,Jackson County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Hood River County,Hood River County,<6,July,%many-values%,Hood River County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Harney County,Harney County,<6,July,%many-values%,Harney County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Grant County,Grant County,<6,July,%many-values%,Grant County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Gilliam County,Gilliam County,<6,July,%many-values%,Gilliam County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Douglas County,Douglas County,<6,July,%many-values%,Douglas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Deschutes County,Deschutes County,<6,July,%many-values%,Deschutes County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Curry County,Curry County,<6,July,%many-values%,Curry County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Crook County,Crook County,<6,July,%many-values%,Crook County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Coos County,Coos County,<6,July,%many-values%,Coos County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Columbia County,Columbia County,<6,July,%many-values%,Columbia County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clatsop County,Clatsop County,<6,July,%many-values%,Clatsop County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clackamas County,Clackamas County,<6,July,%many-values%,Clackamas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Benton County,Benton County,<6,July,%many-values%,Benton County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jul,Jul,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Baker County,Baker County,<6,July,%many-values%,Baker County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Yamhill County,Yamhill County,<6,June,%many-values%,Yamhill County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wheeler County,Wheeler County,<6,June,%many-values%,Wheeler County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Washington County,Washington County,<6,June,%many-values%,Washington County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wasco County,Wasco County,<6,June,%many-values%,Wasco County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wallowa County,Wallowa County,<6,June,%many-values%,Wallowa County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Unknown County,Unknown County,<6,June,Unknown,Unknown County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Union County,Union County,<6,June,%many-values%,Union County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Umatilla County,Umatilla County,<6,June,%many-values%,Umatilla County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Tillamook County,Tillamook County,<6,June,%many-values%,Tillamook County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Sherman County,Sherman County,<6,June,%many-values%,Sherman County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Polk County,Polk County,<6,June,%many-values%,Polk County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Multnomah County,Multnomah County,<6,June,%many-values%,Multnomah County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Morrow County,Morrow County,<6,June,%many-values%,Morrow County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Marion County,Marion County,<6,June,%many-values%,Marion County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Malheur County,Malheur County,<6,June,%many-values%,Malheur County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Linn County,Linn County,<6,June,%many-values%,Linn County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lincoln County,Lincoln County,<6,June,%many-values%,Lincoln County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lane County,Lane County,<6,June,%many-values%,Lane County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lake County,Lake County,<6,June,%many-values%,Lake County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Klamath County,Klamath County,<6,June,%many-values%,Klamath County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Josephine County,Josephine County,<6,June,%many-values%,Josephine County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jefferson County,Jefferson County,<6,June,%many-values%,Jefferson County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jackson County,Jackson County,<6,June,%many-values%,Jackson County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Hood River County,Hood River County,<6,June,%many-values%,Hood River County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Harney County,Harney County,<6,June,%many-values%,Harney County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Grant County,Grant County,<6,June,%many-values%,Grant County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Gilliam County,Gilliam County,<6,June,%many-values%,Gilliam County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Douglas County,Douglas County,<6,June,%many-values%,Douglas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Deschutes County,Deschutes County,%many-values%,June,%many-values%,Deschutes County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",%many-values%,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Curry County,Curry County,<6,June,%many-values%,Curry County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Crook County,Crook County,<6,June,%many-values%,Crook County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Coos County,Coos County,<6,June,%many-values%,Coos County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Columbia County,Columbia County,<6,June,%many-values%,Columbia County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clatsop County,Clatsop County,<6,June,%many-values%,Clatsop County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clackamas County,Clackamas County,<6,June,%many-values%,Clackamas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Jun,Jun,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Benton County,Benton County,<6,June,%many-values%,Benton County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
